epoch,step,train_loss_epoch,train_loss_step
0,9,,2.3007678985595703
0,19,,2.307835340499878
0,29,,2.292480707168579
0,39,,2.2991714477539062
0,49,,2.2999789714813232
0,59,,2.295381784439087
0,69,,2.285950183868408
0,79,,2.284818649291992
0,89,,2.2675092220306396
0,99,,2.247619152069092
0,109,,2.237204074859619
0,119,,2.1056034564971924
0,129,,2.136216163635254
0,139,,1.899317741394043
0,149,,1.9550784826278687
0,159,,2.146667718887329
0,169,,1.8711985349655151
0,179,,1.4667798280715942
0,189,,1.547851800918579
0,199,,1.5932292938232422
0,209,,1.4404956102371216
0,219,,1.6702990531921387
0,229,,1.6930320262908936
0,234,2.0122756958007812,
1,239,,1.3629863262176514
1,249,,1.567167043685913
1,259,,0.9697983860969543
1,269,,1.3544400930404663
1,279,,1.2849419116973877
1,289,,1.1541063785552979
1,299,,1.2831494808197021
1,309,,1.0817164182662964
1,319,,1.2018016576766968
1,329,,0.9947537183761597
1,339,,1.0759029388427734
1,349,,1.2592275142669678
1,359,,0.9830918908119202
1,369,,0.7831827998161316
1,379,,0.9568026661872864
1,389,,1.0891369581222534
1,399,,1.161303162574768
1,409,,1.0511157512664795
1,419,,0.9310555458068848
1,429,,1.2032663822174072
1,439,,1.3930327892303467
1,449,,0.9227279424667358
1,459,,1.0738435983657837
1,469,,1.1709403991699219
1,469,1.1641249656677246,
2,479,,1.1035213470458984
2,489,,0.9775156378746033
2,499,,1.0998947620391846
2,509,,0.8640563488006592
2,519,,1.344348430633545
2,529,,1.0786627531051636
2,539,,1.0448623895645142
2,549,,0.9538566470146179
2,559,,1.3322960138320923
2,569,,1.1758785247802734
2,579,,0.9988313317298889
2,589,,1.0665926933288574
2,599,,0.8675090670585632
2,609,,1.173843264579773
2,619,,1.1309126615524292
2,629,,0.897748589515686
2,639,,1.2833313941955566
2,649,,1.1717323064804077
2,659,,1.117503046989441
2,669,,1.2031903266906738
2,679,,0.7715690732002258
2,689,,0.9787238836288452
2,699,,1.0409812927246094
2,704,1.0384865999221802,
3,709,,1.090399980545044
3,719,,1.1707756519317627
3,729,,1.0613948106765747
3,739,,0.9332633018493652
3,749,,0.7931885123252869
3,759,,1.0262030363082886
3,769,,1.0970038175582886
3,779,,0.8779962658882141
3,789,,1.3127117156982422
3,799,,1.0547517538070679
3,809,,1.0778812170028687
3,819,,1.0918153524398804
3,829,,0.7570481896400452
3,839,,1.0832082033157349
3,849,,0.7500763535499573
3,859,,1.0256609916687012
3,869,,0.9798896908760071
3,879,,1.1413615942001343
3,889,,0.8889182806015015
3,899,,1.2849034070968628
3,909,,0.8421298265457153
3,919,,1.1203269958496094
3,929,,0.9966330528259277
3,939,,1.1571699380874634
3,939,1.010880708694458,
4,949,,0.8029926419258118
4,959,,0.9478918313980103
4,969,,1.0077475309371948
4,979,,0.9744527339935303
4,989,,1.0247094631195068
4,999,,0.7179761528968811
4,1009,,0.9252556562423706
4,1019,,1.1217058897018433
4,1029,,0.8885490298271179
4,1039,,1.146984577178955
4,1049,,0.9785997271537781
4,1059,,0.768297553062439
4,1069,,1.2414002418518066
4,1079,,1.1991705894470215
4,1089,,0.7686591148376465
4,1099,,0.7696225047111511
4,1109,,1.0340384244918823
4,1119,,1.1282232999801636
4,1129,,0.9969343543052673
4,1139,,1.0073431730270386
4,1149,,1.117315411567688
4,1159,,0.9411584138870239
4,1169,,0.9353761076927185
4,1174,0.9982497692108154,
5,1179,,0.6625314354896545
5,1189,,1.026352047920227
5,1199,,0.7819614410400391
5,1209,,1.1060400009155273
5,1219,,0.770591139793396
5,1229,,0.9763007164001465
5,1239,,1.0132761001586914
5,1249,,1.1000721454620361
5,1259,,1.0251725912094116
5,1269,,1.0248357057571411
5,1279,,0.9111732244491577
5,1289,,0.9389529824256897
5,1299,,0.941382884979248
5,1309,,1.0786644220352173
5,1319,,0.8665359020233154
5,1329,,0.9687148332595825
5,1339,,0.9187080264091492
5,1349,,0.8631876111030579
5,1359,,0.8585254549980164
5,1369,,0.8957196474075317
5,1379,,1.0148011445999146
5,1389,,0.5870136022567749
5,1399,,1.3852545022964478
5,1409,,1.2430204153060913
5,1409,0.982512354850769,
6,1419,,0.8527231812477112
6,1429,,1.1567028760910034
6,1439,,0.8374384641647339
6,1449,,0.8128499388694763
6,1459,,1.1599998474121094
6,1469,,0.9851739406585693
6,1479,,0.8665112257003784
6,1489,,0.9602383971214294
6,1499,,1.1523306369781494
6,1509,,1.018572449684143
6,1519,,1.0023484230041504
6,1529,,1.0822539329528809
6,1539,,1.0605874061584473
6,1549,,0.8812972903251648
6,1559,,1.031973123550415
6,1569,,0.810850977897644
6,1579,,0.9468644261360168
6,1589,,1.1202658414840698
6,1599,,0.9327585101127625
6,1609,,0.9230684041976929
6,1619,,1.0172258615493774
6,1629,,1.1951419115066528
6,1639,,0.8789335489273071
6,1644,0.9811487197875977,
7,1649,,1.0696682929992676
7,1659,,1.063726782798767
7,1669,,0.9815183281898499
7,1679,,0.7297841906547546
7,1689,,0.9772449135780334
7,1699,,1.0147771835327148
7,1709,,0.8196845054626465
7,1719,,1.293630838394165
7,1729,,1.0313869714736938
7,1739,,0.9444627165794373
7,1749,,0.7097008228302002
7,1759,,0.8669273257255554
7,1769,,0.9899923801422119
7,1779,,0.830337643623352
7,1789,,1.179497480392456
7,1799,,1.0246152877807617
7,1809,,1.2052565813064575
7,1819,,0.9971753358840942
7,1829,,0.8510078191757202
7,1839,,0.9108458161354065
7,1849,,0.8100050687789917
7,1859,,0.9818357229232788
7,1869,,0.9989748597145081
7,1879,,1.0556069612503052
7,1879,0.9764423966407776,
8,1889,,1.061310887336731
8,1899,,0.8354029655456543
8,1909,,0.969251275062561
8,1919,,0.7436095476150513
8,1929,,0.9079686999320984
8,1939,,0.9625060558319092
8,1949,,1.0935827493667603
8,1959,,0.8369525074958801
8,1969,,0.8370634317398071
8,1979,,0.7842022180557251
8,1989,,0.9619271755218506
8,1999,,1.1208853721618652
8,2009,,1.0281083583831787
8,2019,,0.9464448094367981
8,2029,,1.0712100267410278
8,2039,,0.8304587006568909
8,2049,,1.1057246923446655
8,2059,,1.2075167894363403
8,2069,,1.0337390899658203
