epoch,step,train_loss_epoch,train_loss_step
0,9,,2.3007678985595703
0,19,,2.307835340499878
0,29,,2.292480707168579
0,39,,2.2991714477539062
0,49,,2.2999789714813232
0,59,,2.295381784439087
0,69,,2.285950183868408
0,79,,2.284818649291992
0,89,,2.2675092220306396
0,99,,2.247619390487671
0,109,,2.2371973991394043
0,119,,2.105506658554077
0,129,,2.1313483715057373
0,139,,1.9008585214614868
0,149,,1.9616230726242065
0,159,,2.166029930114746
0,169,,1.9424505233764648
0,179,,1.6004666090011597
0,189,,1.6009589433670044
0,199,,1.560490608215332
0,209,,1.5417568683624268
0,219,,1.9088025093078613
0,229,,1.6034767627716064
0,234,2.0246574878692627,
1,239,,1.3635505437850952
1,249,,1.4550209045410156
1,259,,0.9892474412918091
1,269,,1.35719633102417
1,279,,1.287177562713623
1,289,,1.1581947803497314
1,299,,1.3061397075653076
1,309,,1.0813664197921753
1,319,,1.2760796546936035
1,329,,0.9979899525642395
1,339,,1.071433424949646
1,349,,1.2721620798110962
1,359,,0.9903137683868408
1,369,,0.7832000255584717
1,379,,1.0096646547317505
1,389,,1.089597225189209
1,399,,1.1618541479110718
1,409,,1.0566318035125732
1,419,,0.929585337638855
1,429,,1.1956101655960083
1,439,,1.4006986618041992
1,449,,0.9231646060943604
1,459,,1.123623251914978
1,469,,1.170697569847107
1,469,1.162511944770813,
2,479,,1.1022186279296875
2,489,,0.9807193279266357
2,499,,1.1003506183624268
2,509,,0.8627707958221436
2,519,,1.3392086029052734
2,529,,1.0808688402175903
2,539,,1.0386967658996582
2,549,,0.9462970495223999
2,559,,1.3260200023651123
2,569,,1.1772348880767822
2,579,,1.0084139108657837
2,589,,1.0639524459838867
2,599,,0.8674887418746948
2,609,,1.1734579801559448
2,619,,1.1315127611160278
2,629,,0.8922001719474792
2,639,,1.2822479009628296
2,649,,1.1656694412231445
2,659,,1.1344184875488281
2,669,,1.2114498615264893
2,679,,0.7723997235298157
2,689,,0.9757919311523438
2,699,,1.0397933721542358
2,704,1.0387059450149536,
3,709,,1.0855827331542969
3,719,,1.1777998208999634
3,729,,1.0612714290618896
3,739,,0.9341716170310974
3,749,,0.795199453830719
3,759,,1.033247947692871
3,769,,1.0929560661315918
3,779,,0.883652925491333
3,789,,1.3135104179382324
3,799,,1.0617350339889526
3,809,,1.0859781503677368
3,819,,1.0945544242858887
3,829,,0.7585545778274536
3,839,,1.0872036218643188
3,849,,0.7482320070266724
3,859,,1.0232683420181274
3,869,,0.9808814525604248
3,879,,1.1377456188201904
3,889,,0.8914288282394409
3,899,,1.2898772954940796
3,909,,0.8419150114059448
3,919,,1.119382381439209
3,929,,0.9947754144668579
3,939,,1.1464282274246216
3,939,1.0113246440887451,
4,949,,0.8015897870063782
4,959,,0.9403202533721924
4,969,,1.0136018991470337
4,979,,0.9682252407073975
4,989,,1.029072880744934
4,999,,0.7257750034332275
4,1009,,0.925762951374054
4,1019,,1.1102771759033203
4,1029,,0.8913648724555969
4,1039,,1.1309113502502441
4,1049,,0.9801176190376282
4,1059,,0.7743215560913086
4,1069,,1.2398511171340942
4,1079,,1.1988807916641235
4,1089,,0.7685655951499939
4,1099,,0.7699659466743469
4,1109,,1.0343314409255981
4,1119,,1.1217925548553467
4,1129,,0.9959206581115723
4,1139,,1.0075945854187012
4,1149,,1.1196978092193604
4,1159,,0.9395543336868286
4,1169,,0.93660968542099
4,1174,0.9985691905021667,
5,1179,,0.6608943343162537
5,1189,,1.0421526432037354
5,1199,,0.7767733931541443
5,1209,,1.103888750076294
5,1219,,0.7773027420043945
5,1229,,0.9787423610687256
5,1239,,1.0104286670684814
5,1249,,1.0986968278884888
5,1259,,1.0243631601333618
5,1269,,1.0260471105575562
5,1279,,0.9127636551856995
5,1289,,0.9379768967628479
5,1299,,0.9390897154808044
5,1309,,1.0806161165237427
5,1319,,0.8641488552093506
5,1329,,0.9713919758796692
5,1339,,0.934229850769043
5,1349,,0.8663800954818726
5,1359,,0.8658076524734497
5,1369,,0.9102562069892883
5,1379,,1.0151273012161255
5,1389,,0.5839470028877258
5,1399,,1.3871656656265259
5,1409,,1.2437536716461182
5,1409,0.9823587536811829,
6,1419,,0.8495510220527649
6,1429,,1.1599867343902588
6,1439,,0.8369467854499817
6,1449,,0.822044849395752
6,1459,,1.1530762910842896
6,1469,,0.9818260073661804
6,1479,,0.8662638068199158
6,1489,,0.9600191712379456
6,1499,,1.163883924484253
6,1509,,1.0227131843566895
6,1519,,0.9979031085968018
6,1529,,1.0719313621520996
6,1539,,1.0752357244491577
6,1549,,0.8833875060081482
6,1559,,1.0323033332824707
6,1569,,0.8142948150634766
6,1579,,0.9466966986656189
6,1589,,1.1205613613128662
6,1599,,0.9404177069664001
6,1609,,0.9221517443656921
6,1619,,1.0179073810577393
6,1629,,1.2057268619537354
6,1639,,0.8719047904014587
6,1644,0.9811728000640869,
7,1649,,1.0707472562789917
7,1659,,1.0655854940414429
7,1669,,0.9828714728355408
7,1679,,0.7302268743515015
7,1689,,0.9805424213409424
7,1699,,1.0051651000976562
7,1709,,0.8071233034133911
7,1719,,1.2962520122528076
7,1729,,1.036055088043213
7,1739,,0.9466336965560913
7,1749,,0.7075082659721375
7,1759,,0.8676753044128418
7,1769,,0.9895766973495483
7,1779,,0.8349137902259827
7,1789,,1.1819201707839966
7,1799,,1.0239428281784058
7,1809,,1.207688331604004
7,1819,,1.003538966178894
7,1829,,0.8539533615112305
7,1839,,0.9093995690345764
7,1849,,0.8099959492683411
7,1859,,0.9803189039230347
7,1869,,1.0057859420776367
7,1879,,1.055709719657898
7,1879,0.9762430191040039,
8,1889,,1.062442421913147
8,1899,,0.8369057774543762
8,1909,,0.9648545980453491
8,1919,,0.741572380065918
8,1929,,0.9151579141616821
8,1939,,0.9558126926422119
8,1949,,1.094372272491455
8,1959,,0.8378732204437256
8,1969,,0.8355227112770081
8,1979,,0.7795052528381348
8,1989,,0.9612428545951843
8,1999,,1.1219395399093628
8,2009,,1.0276018381118774
8,2019,,0.9486238956451416
8,2029,,1.0734717845916748
8,2039,,0.8303105235099792
8,2049,,1.1032052040100098
8,2059,,1.1993244886398315
8,2069,,1.0368421077728271
